Neighbourhood Name,Latitude,Longitude,Violation_Type,Reported_Month,Reported_Year,QRT,Preschool,Kindergarten,Gr7_Gr9,Gr10_Gr12,Post_Secondary,Homemaker,Employedage0-30,Employed 30+ ,Unemployed,Retired,Permanently U,Employment_No Response,"Income_Less than $30,","Income_$30,000 to les","Income_$60,000 to les","Income_$100,000 to le","Income_$125,000 to le","Income_$150,000 to le","Income_$200,000 to le","Income_$250,000 or mo",Income_No Response,actual values,predicted
CHAPPELLE AREA,53.403081,-113.586844,Assault,July,2016,Q3,206.0,151.0,35.0,27.0,28.0,67.0,68.0,787.0,62.0,52.0,1.0,2829.0,22.0,101.0,266.0,166.0,104.0,108.0,32.0,23.0,820.0,1,1.182
INGLEWOOD,53.564606,-113.540852,Robbery,June,2016,Q2,190.0,237.0,70.0,47.0,129.0,58.0,366.0,2108.0,329.0,642.0,157.0,1589.0,521.0,536.0,305.0,178.0,188.0,180.0,97.0,98.0,1362.0,4,2.288
CARLETON SQUARE INDUSTRIAL,53.57343,-113.608881,Assault,October,2016,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.242
GORMAN,53.623226,-113.38772,Assault,June,2016,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.434
CROMDALE,53.559061,-113.469043,Robbery,May,2016,Q2,131.0,72.0,26.0,13.0,71.0,37.0,82.0,614.0,169.0,176.0,40.0,628.0,168.0,133.0,74.0,21.0,11.0,9.0,11.0,8.0,666.0,1,1.356
RUTHERFORD,53.416765,-113.529788,Assault,December,2016,Q4,768.0,1006.0,300.0,231.0,332.0,367.0,524.0,3825.0,406.0,613.0,42.0,2429.0,130.0,368.0,621.0,334.0,255.0,273.0,99.0,77.0,1938.0,1,1.624
HADDOW,53.45475,-113.596489,Assault,December,2016,Q4,186.0,349.0,158.0,141.0,166.0,164.0,188.0,1282.0,106.0,476.0,17.0,959.0,49.0,97.0,171.0,129.0,93.0,146.0,72.0,110.0,681.0,1,1.04
POLLARD MEADOWS,53.449115,-113.413032,Assault,April,2016,Q2,251.0,315.0,108.0,101.0,79.0,211.0,145.0,1154.0,143.0,294.0,44.0,1725.0,134.0,269.0,202.0,75.0,30.0,21.0,5.0,1.0,836.0,2,3.108
SUMMERSIDE,53.417528,-113.461227,Assault,March,2016,Q1,967.0,1157.0,348.0,273.0,307.0,398.0,491.0,4517.0,368.0,354.0,41.0,4139.0,82.0,332.0,735.0,498.0,355.0,393.0,133.0,130.0,1833.0,1,2.97
MCQUEEN,53.554938,-113.571842,Assault,March,2016,Q1,51.0,80.0,38.0,39.0,48.0,31.0,95.0,394.0,39.0,262.0,16.0,634.0,85.0,87.0,83.0,42.0,22.0,26.0,12.0,4.0,430.0,1,1.284
EMPIRE PARK,53.484366,-113.505859,Robbery,April,2016,Q2,194.0,204.0,83.0,76.0,401.0,113.0,236.0,1340.0,204.0,377.0,48.0,1626.0,128.0,385.0,345.0,79.0,19.0,10.0,3.0,1.0,1330.0,2,2.258
BEACON HEIGHTS,53.573539,-113.40604,Assault,March,2016,Q1,127.0,139.0,75.0,52.0,34.0,73.0,157.0,1021.0,248.0,421.0,70.0,470.0,142.0,152.0,190.0,62.0,33.0,24.0,6.0,3.0,591.0,2,3.04
CALGARY TRAIL SOUTH,53.471191,-113.493532,Sexual Assaults,July,2016,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.044
HIGHLANDS,53.565999,-113.430171,Assault,February,2016,Q1,94.0,139.0,38.0,53.0,70.0,39.0,147.0,915.0,95.0,420.0,25.0,510.0,72.0,137.0,170.0,108.0,74.0,70.0,36.0,35.0,500.0,1,2.408
PARSONS INDUSTRIAL,53.459795,-113.479382,Assault,October,2016,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.382
CENTRAL MCDOUGALL,53.553332,-113.501068,Robbery,September,2016,Q3,155.0,121.0,30.0,27.0,145.0,89.0,279.0,1249.0,325.0,238.0,160.0,2093.0,610.0,435.0,172.0,32.0,17.0,7.0,2.0,4.0,1714.0,2,6.884
CROMDALE,53.559061,-113.469043,Assault,August,2016,Q3,131.0,72.0,26.0,13.0,71.0,37.0,82.0,614.0,169.0,176.0,40.0,628.0,168.0,133.0,74.0,21.0,11.0,9.0,11.0,8.0,666.0,3,3.724
LAURIER HEIGHTS,53.514255,-113.569332,Robbery,April,2016,Q2,86.0,192.0,76.0,72.0,108.0,76.0,176.0,813.0,43.0,566.0,14.0,612.0,35.0,103.0,113.0,88.0,66.0,88.0,62.0,92.0,568.0,1,1.13
OLIVER,53.541983,-113.523994,Assault,January,2016,Q1,215.0,136.0,44.0,45.0,658.0,156.0,667.0,5465.0,554.0,2343.0,204.0,7636.0,1413.0,1611.0,1505.0,537.0,277.0,231.0,91.0,120.0,6716.0,10,9.396
WESTMOUNT,53.549995,-113.539976,Assault,March,2016,Q1,226.0,240.0,88.0,76.0,194.0,82.0,308.0,2185.0,200.0,467.0,79.0,1742.0,233.0,378.0,388.0,172.0,132.0,126.0,84.0,91.0,1448.0,2,4.078
SUMMERSIDE,53.417528,-113.461227,Assault,October,2016,Q4,967.0,1157.0,348.0,273.0,307.0,398.0,491.0,4517.0,368.0,354.0,41.0,4139.0,82.0,332.0,735.0,498.0,355.0,393.0,133.0,130.0,1833.0,1,3.218
DELWOOD,53.595949,-113.45513,Assault,June,2016,Q2,103.0,161.0,79.0,56.0,45.0,59.0,142.0,764.0,120.0,588.0,39.0,1157.0,113.0,194.0,146.0,71.0,35.0,40.0,10.0,4.0,723.0,2,1.888
HOMESTEADER,53.58472,-113.406459,Assault,October,2016,Q4,208.0,311.0,126.0,88.0,70.0,104.0,174.0,985.0,185.0,299.0,49.0,946.0,126.0,242.0,222.0,81.0,45.0,24.0,14.0,6.0,513.0,2,2.342
FULTON PLACE,53.546295,-113.427466,Assault,January,2016,Q1,60.0,101.0,50.0,32.0,39.0,31.0,105.0,539.0,66.0,375.0,13.0,590.0,56.0,95.0,111.0,66.0,38.0,47.0,17.0,7.0,501.0,1,1.11
MEYONOHK,53.455342,-113.457243,Robbery,December,2016,Q4,94.0,151.0,59.0,53.0,53.0,73.0,126.0,659.0,77.0,239.0,30.0,1246.0,47.0,138.0,156.0,62.0,23.0,28.0,8.0,0.0,650.0,1,1.074
MALMO PLAINS,53.485677,-113.528992,Sexual Assaults,March,2016,Q1,183.0,187.0,61.0,54.0,266.0,75.0,123.0,769.0,100.0,318.0,13.0,1077.0,58.0,178.0,163.0,63.0,42.0,46.0,20.0,16.0,644.0,1,1.092
BELLEVUE,53.566417,-113.445942,Assault,June,2016,Q2,35.0,45.0,21.0,10.0,29.0,16.0,50.0,302.0,34.0,90.0,10.0,359.0,39.0,58.0,68.0,41.0,24.0,16.0,11.0,8.0,216.0,2,1.496
CALGARY TRAIL NORTH,53.490156,-113.494069,Assault,June,2016,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.864
CALGARY TRAIL NORTH,53.490156,-113.494069,Robbery,September,2016,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.326
TAMARACK,53.464811,-113.359165,Assault,June,2016,Q2,352.0,380.0,125.0,90.0,87.0,134.0,154.0,1325.0,135.0,101.0,8.0,1686.0,103.0,242.0,293.0,129.0,64.0,69.0,28.0,12.0,498.0,1,2.564
ROSEDALE INDUSTRIAL,53.498545,-113.478827,Assault,June,2016,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.44
WESTWOOD,53.575942,-113.498585,Robbery,April,2016,Q2,61.0,58.0,15.0,5.0,99.0,39.0,154.0,780.0,271.0,188.0,101.0,1346.0,381.0,321.0,124.0,36.0,22.0,14.0,2.0,3.0,924.0,1,2.066
BISSET,53.458905,-113.400659,Sexual Assaults,May,2016,Q2,194.0,234.0,106.0,83.0,94.0,111.0,204.0,1123.0,224.0,281.0,45.0,1247.0,74.0,189.0,183.0,62.0,42.0,27.0,5.0,7.0,782.0,1,1.092
MONTROSE,53.575116,-113.44223,Robbery,August,2016,Q3,110.0,131.0,83.0,61.0,47.0,48.0,128.0,1013.0,162.0,346.0,76.0,1104.0,171.0,236.0,224.0,74.0,19.0,18.0,8.0,4.0,712.0,1,1.42
WESTMOUNT,53.549995,-113.539976,Assault,February,2016,Q1,226.0,240.0,88.0,76.0,194.0,82.0,308.0,2185.0,200.0,467.0,79.0,1742.0,233.0,378.0,388.0,172.0,132.0,126.0,84.0,91.0,1448.0,3,3.666
PARKVIEW,53.52406,-113.567914,Sexual Assaults,August,2016,Q3,130.0,209.0,87.0,87.0,126.0,83.0,241.0,1049.0,93.0,476.0,12.0,692.0,51.0,116.0,149.0,93.0,65.0,94.0,60.0,95.0,577.0,1,1.064
RITCHIE,53.513275,-113.482742,Assault,January,2016,Q1,148.0,143.0,41.0,40.0,157.0,53.0,184.0,1698.0,177.0,377.0,47.0,914.0,208.0,346.0,378.0,170.0,120.0,88.0,41.0,43.0,654.0,1,2.01
CARLISLE,53.60352,-113.525915,Assault,December,2016,Q4,198.0,289.0,101.0,86.0,102.0,117.0,165.0,1057.0,211.0,340.0,32.0,1054.0,133.0,270.0,250.0,87.0,59.0,36.0,9.0,7.0,510.0,1,1.186
MEADOWLARK PARK,53.525532,-113.596554,Sexual Assaults,February,2016,Q1,93.0,141.0,44.0,46.0,58.0,44.0,173.0,916.0,82.0,592.0,27.0,486.0,124.0,315.0,197.0,114.0,46.0,47.0,10.0,5.0,321.0,1,1.296
HIGHLANDS,53.565999,-113.430171,Assault,July,2016,Q3,94.0,139.0,38.0,53.0,70.0,39.0,147.0,915.0,95.0,420.0,25.0,510.0,72.0,137.0,170.0,108.0,74.0,70.0,36.0,35.0,500.0,5,2.406
STRATHCONA JUNCTION,53.5082,-113.49469,Assault,November,2016,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.306
GLENGARRY,53.595855,-113.479612,Assault,June,2016,Q2,98.0,105.0,62.0,38.0,53.0,76.0,106.0,676.0,118.0,546.0,52.0,1079.0,200.0,149.0,128.0,59.0,21.0,26.0,6.0,2.0,650.0,5,3.24
GLENWOOD,53.536417,-113.60277,Robbery,December,2016,Q4,176.0,244.0,102.0,93.0,85.0,78.0,248.0,1302.0,225.0,647.0,78.0,1701.0,404.0,435.0,251.0,83.0,34.0,26.0,6.0,2.0,943.0,6,2.262
GARNEAU,53.519911,-113.513536,Robbery,December,2016,Q4,109.0,105.0,24.0,17.0,1621.0,60.0,268.0,1732.0,287.0,538.0,45.0,4984.0,1044.0,523.0,423.0,132.0,78.0,89.0,33.0,61.0,3183.0,2,1.614
PRINCE RUPERT,53.564595,-113.524118,Robbery,June,2016,Q2,17.0,9.0,5.0,7.0,36.0,9.0,57.0,480.0,82.0,147.0,10.0,433.0,31.0,27.0,37.0,11.0,9.0,10.0,2.0,3.0,517.0,2,1.366
BANNERMAN,53.60395,-113.378624,Sexual Assaults,September,2016,Q3,181.0,265.0,108.0,101.0,55.0,66.0,242.0,1072.0,217.0,293.0,70.0,359.0,172.0,239.0,280.0,111.0,43.0,41.0,9.0,7.0,255.0,1,1.286
SOUTH EDMONTON COMMON,53.446694,-113.486079,Assault,April,2016,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.588
EMPIRE PARK,53.484366,-113.505859,Assault,October,2016,Q4,194.0,204.0,83.0,76.0,401.0,113.0,236.0,1340.0,204.0,377.0,48.0,1626.0,128.0,385.0,345.0,79.0,19.0,10.0,3.0,1.0,1330.0,6,3.394
DOWNTOWN,53.539767,-113.499421,Sexual Assaults,April,2016,Q2,105.0,52.0,17.0,18.0,883.0,80.0,369.0,3736.0,346.0,1066.0,118.0,5978.0,972.0,994.0,1093.0,425.0,199.0,198.0,68.0,81.0,4660.0,6,11.344
PRINCE CHARLES,53.575635,-113.536002,Assault,March,2016,Q1,28.0,40.0,16.0,10.0,11.0,12.0,48.0,260.0,55.0,71.0,15.0,715.0,37.0,54.0,64.0,26.0,9.0,6.0,2.0,1.0,387.0,1,2.888
DUNLUCE,53.621473,-113.530183,Robbery,February,2016,Q1,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,1,1.166
QUEEN ALEXANDRA,53.51222,-113.504812,Assault,July,2016,Q3,111.0,103.0,40.0,39.0,367.0,40.0,275.0,1560.0,214.0,355.0,29.0,2025.0,365.0,465.0,427.0,175.0,85.0,72.0,21.0,19.0,1261.0,1,4.428
KILDARE,53.603293,-113.45515,Assault,October,2016,Q4,89.0,115.0,71.0,44.0,49.0,52.0,98.0,602.0,118.0,506.0,28.0,930.0,138.0,248.0,161.0,40.0,21.0,15.0,3.0,3.0,537.0,1,2.454
ELMWOOD PARK,53.579591,-113.460917,Assault,June,2016,Q2,44.0,53.0,17.0,13.0,16.0,24.0,45.0,244.0,78.0,114.0,40.0,405.0,72.0,79.0,53.0,20.0,10.0,8.0,2.0,0.0,311.0,3,2.774
QUEEN ALEXANDRA,53.51222,-113.504812,Assault,June,2016,Q2,111.0,103.0,40.0,39.0,367.0,40.0,275.0,1560.0,214.0,355.0,29.0,2025.0,365.0,465.0,427.0,175.0,85.0,72.0,21.0,19.0,1261.0,8,4.182
QUEEN ALEXANDRA,53.51222,-113.504812,Sexual Assaults,December,2016,Q4,111.0,103.0,40.0,39.0,367.0,40.0,275.0,1560.0,214.0,355.0,29.0,2025.0,365.0,465.0,427.0,175.0,85.0,72.0,21.0,19.0,1261.0,1,2.192
BEACON HEIGHTS,53.573539,-113.40604,Assault,October,2016,Q4,127.0,139.0,75.0,52.0,34.0,73.0,157.0,1021.0,248.0,421.0,70.0,470.0,142.0,152.0,190.0,62.0,33.0,24.0,6.0,3.0,591.0,2,3.386
BLACKMUD CREEK,53.419661,-113.510788,Robbery,October,2016,Q4,133.0,271.0,102.0,85.0,120.0,108.0,157.0,1029.0,75.0,240.0,11.0,432.0,35.0,92.0,159.0,109.0,82.0,118.0,50.0,52.0,341.0,1,1.192
RUNDLE HEIGHTS,53.563221,-113.391922,Assault,November,2016,Q4,93.0,151.0,99.0,51.0,42.0,90.0,107.0,849.0,140.0,282.0,62.0,1443.0,129.0,433.0,206.0,34.0,23.0,14.0,2.0,1.0,544.0,2,2.556
CALLAGHAN,53.407345,-113.526792,Assault,January,2016,Q1,211.0,214.0,90.0,57.0,78.0,102.0,134.0,1160.0,129.0,141.0,6.0,1237.0,24.0,87.0,174.0,78.0,59.0,57.0,29.0,38.0,794.0,1,1.664
RAMPART INDUSTRIAL,53.614087,-113.5779,Assault,August,2016,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.756
PARKVIEW,53.52406,-113.567914,Sexual Assaults,December,2016,Q4,130.0,209.0,87.0,87.0,126.0,83.0,241.0,1049.0,93.0,476.0,12.0,692.0,51.0,116.0,149.0,93.0,65.0,94.0,60.0,95.0,577.0,1,1.05
INGLEWOOD,53.564606,-113.540852,Robbery,August,2016,Q3,190.0,237.0,70.0,47.0,129.0,58.0,366.0,2108.0,329.0,642.0,157.0,1589.0,521.0,536.0,305.0,178.0,188.0,180.0,97.0,98.0,1362.0,3,2.19
BISSET,53.458905,-113.400659,Robbery,September,2016,Q3,194.0,234.0,106.0,83.0,94.0,111.0,204.0,1123.0,224.0,281.0,45.0,1247.0,74.0,189.0,183.0,62.0,42.0,27.0,5.0,7.0,782.0,1,1.518
EVANSDALE,53.610841,-113.479569,Robbery,March,2016,Q1,332.0,400.0,158.0,122.0,97.0,199.0,257.0,1295.0,254.0,656.0,84.0,1950.0,298.0,460.0,223.0,75.0,44.0,26.0,11.0,5.0,974.0,1,1.838
RHATIGAN RIDGE,53.474506,-113.587569,Assault,May,2016,Q2,94.0,280.0,94.0,92.0,165.0,126.0,195.0,1065.0,62.0,737.0,8.0,159.0,22.0,42.0,114.0,62.0,50.0,75.0,54.0,81.0,617.0,1,1.106
QUEEN ALEXANDRA,53.51222,-113.504812,Robbery,August,2016,Q3,111.0,103.0,40.0,39.0,367.0,40.0,275.0,1560.0,214.0,355.0,29.0,2025.0,365.0,465.0,427.0,175.0,85.0,72.0,21.0,19.0,1261.0,1,2.126
CAERNARVON,53.6119,-113.526402,Assault,August,2016,Q3,151.0,231.0,111.0,67.0,60.0,100.0,164.0,935.0,138.0,440.0,38.0,1904.0,82.0,208.0,210.0,75.0,40.0,23.0,7.0,4.0,967.0,1,2.134
TERRA LOSA,53.533293,-113.622178,Sexual Assaults,February,2016,Q1,51.0,51.0,20.0,16.0,38.0,38.0,104.0,604.0,79.0,582.0,32.0,608.0,158.0,265.0,198.0,62.0,23.0,22.0,7.0,2.0,565.0,1,1.168
ROSSLYN,53.595758,-113.504287,Assault,April,2016,Q2,97.0,194.0,56.0,57.0,42.0,68.0,180.0,806.0,210.0,721.0,43.0,501.0,251.0,185.0,185.0,99.0,42.0,10.0,6.0,1.0,522.0,1,1.66
CAERNARVON,53.6119,-113.526402,Assault,January,2016,Q1,151.0,231.0,111.0,67.0,60.0,100.0,164.0,935.0,138.0,440.0,38.0,1904.0,82.0,208.0,210.0,75.0,40.0,23.0,7.0,4.0,967.0,3,2.204
MATT BERRY,53.622254,-113.436022,Assault,September,2016,Q3,141.0,313.0,150.0,159.0,178.0,117.0,189.0,1352.0,120.0,430.0,27.0,841.0,32.0,141.0,237.0,168.0,69.0,84.0,25.0,16.0,470.0,1,1.354
BATURYN,53.63098,-113.504339,Robbery,August,2016,Q3,152.0,248.0,130.0,108.0,102.0,122.0,192.0,1339.0,170.0,531.0,52.0,1772.0,33.0,138.0,202.0,101.0,46.0,26.0,7.0,4.0,1191.0,2,1.044
MEYOKUMIN,53.450113,-113.427258,Robbery,April,2016,Q2,103.0,182.0,83.0,65.0,58.0,62.0,156.0,778.0,122.0,244.0,34.0,1133.0,63.0,171.0,168.0,79.0,38.0,31.0,7.0,3.0,455.0,2,1.35
LAUREL,53.445799,-113.38147,Assault,June,2016,Q2,363.0,406.0,177.0,130.0,116.0,163.0,211.0,1465.0,196.0,117.0,9.0,3698.0,27.0,189.0,296.0,139.0,63.0,41.0,14.0,6.0,1380.0,2,1.498
CARLISLE,53.60352,-113.525915,Assault,November,2016,Q4,198.0,289.0,101.0,86.0,102.0,117.0,165.0,1057.0,211.0,340.0,32.0,1054.0,133.0,270.0,250.0,87.0,59.0,36.0,9.0,7.0,510.0,1,1.152
BEACON HEIGHTS,53.573539,-113.40604,Sexual Assaults,October,2016,Q4,127.0,139.0,75.0,52.0,34.0,73.0,157.0,1021.0,248.0,421.0,70.0,470.0,142.0,152.0,190.0,62.0,33.0,24.0,6.0,3.0,591.0,3,1.664
BLACKMUD CREEK,53.419661,-113.510788,Sexual Assaults,March,2016,Q1,133.0,271.0,102.0,85.0,120.0,108.0,157.0,1029.0,75.0,240.0,11.0,432.0,35.0,92.0,159.0,109.0,82.0,118.0,50.0,52.0,341.0,1,1.132
CRAWFORD PLAINS,53.441837,-113.406216,Assault,March,2016,Q1,223.0,301.0,126.0,146.0,133.0,139.0,242.0,1437.0,238.0,265.0,42.0,987.0,58.0,174.0,282.0,127.0,87.0,56.0,18.0,12.0,613.0,1,1.488
BELMEAD,53.525603,-113.641015,Robbery,March,2016,Q1,151.0,272.0,143.0,121.0,123.0,108.0,247.0,1225.0,146.0,434.0,56.0,1599.0,131.0,231.0,201.0,102.0,65.0,52.0,25.0,10.0,825.0,1,1.574
RUNDLE HEIGHTS,53.563221,-113.391922,Assault,July,2016,Q3,93.0,151.0,99.0,51.0,42.0,90.0,107.0,849.0,140.0,282.0,62.0,1443.0,129.0,433.0,206.0,34.0,23.0,14.0,2.0,1.0,544.0,2,2.494
SUDER GREENS,53.524586,-113.677276,Assault,March,2016,Q1,199.0,282.0,93.0,78.0,87.0,65.0,173.0,1179.0,107.0,207.0,17.0,793.0,31.0,137.0,201.0,122.0,80.0,82.0,38.0,27.0,449.0,1,1.192
ROSEDALE INDUSTRIAL,53.498545,-113.478827,Assault,April,2016,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.612
EMPIRE PARK,53.484366,-113.505859,Assault,December,2016,Q4,194.0,204.0,83.0,76.0,401.0,113.0,236.0,1340.0,204.0,377.0,48.0,1626.0,128.0,385.0,345.0,79.0,19.0,10.0,3.0,1.0,1330.0,4,3.576
MENISA,53.442056,-113.447379,Sexual Assaults,June,2016,Q2,80.0,227.0,126.0,91.0,99.0,92.0,120.0,992.0,150.0,378.0,35.0,233.0,235.0,186.0,175.0,80.0,51.0,40.0,13.0,5.0,140.0,1,1.798
BONNIE DOON,53.525337,-113.467111,Robbery,November,2016,Q4,149.0,174.0,67.0,66.0,187.0,63.0,230.0,1313.0,152.0,497.0,39.0,1602.0,256.0,228.0,225.0,115.0,74.0,79.0,40.0,59.0,1056.0,1,1.35
RICHFIELD,53.469484,-113.458618,Assault,December,2016,Q4,215.0,340.0,186.0,133.0,117.0,166.0,224.0,934.0,169.0,298.0,37.0,501.0,72.0,82.0,100.0,30.0,24.0,12.0,3.0,1.0,805.0,2,1.224
ELMWOOD PARK,53.579591,-113.460917,Assault,January,2016,Q1,44.0,53.0,17.0,13.0,16.0,24.0,45.0,244.0,78.0,114.0,40.0,405.0,72.0,79.0,53.0,20.0,10.0,8.0,2.0,0.0,311.0,1,2.712
RIVER VALLEY VICTORIA,53.534997,-113.523696,Assault,February,2016,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.468
WESTMOUNT,53.549995,-113.539976,Assault,September,2016,Q3,226.0,240.0,88.0,76.0,194.0,82.0,308.0,2185.0,200.0,467.0,79.0,1742.0,233.0,378.0,388.0,172.0,132.0,126.0,84.0,91.0,1448.0,5,3.874
CORONET ADDITION INDUSTRIAL,53.502729,-113.451653,Robbery,February,2016,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.03
RUNDLE HEIGHTS,53.563221,-113.391922,Assault,June,2016,Q2,93.0,151.0,99.0,51.0,42.0,90.0,107.0,849.0,140.0,282.0,62.0,1443.0,129.0,433.0,206.0,34.0,23.0,14.0,2.0,1.0,544.0,1,2.442
WESTMOUNT,53.549995,-113.539976,Sexual Assaults,June,2016,Q2,226.0,240.0,88.0,76.0,194.0,82.0,308.0,2185.0,200.0,467.0,79.0,1742.0,233.0,378.0,388.0,172.0,132.0,126.0,84.0,91.0,1448.0,1,1.846
ABBOTTSFIELD,53.574143,-113.388758,Assault,December,2016,Q4,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,3,2.254
WILD ROSE,53.470564,-113.381167,Assault,April,2016,Q2,293.0,552.0,309.0,260.0,275.0,220.0,422.0,2415.0,288.0,509.0,50.0,3020.0,32.0,198.0,273.0,125.0,100.0,96.0,34.0,18.0,1564.0,1,1.742
ORMSBY PLACE,53.499106,-113.642761,Assault,July,2016,Q3,176.0,280.0,125.0,119.0,179.0,90.0,326.0,1433.0,185.0,392.0,45.0,2014.0,107.0,216.0,246.0,117.0,96.0,97.0,41.0,34.0,946.0,2,1.614
EDGEMONT,53.469743,-113.670843,Assault,December,2016,Q4,103.0,61.0,29.0,22.0,22.0,34.0,46.0,323.0,19.0,47.0,1.0,829.0,4.0,31.0,71.0,48.0,32.0,47.0,23.0,11.0,271.0,1,1.156
BOYLE STREET,53.547631,-113.479263,Homicide,June,2016,Q2,121.0,111.0,36.0,31.0,151.0,54.0,300.0,1393.0,516.0,691.0,258.0,3078.0,826.0,487.0,303.0,87.0,41.0,32.0,10.0,14.0,2172.0,1,5.772
PEMBINA,53.603168,-113.542845,Assault,December,2016,Q4,21.0,17.0,6.0,3.0,8.0,8.0,11.0,208.0,21.0,90.0,3.0,127.0,7.0,15.0,41.0,37.0,7.0,3.0,1.0,2.0,153.0,1,1.904
DOWNTOWN,53.539767,-113.499421,Robbery,May,2016,Q2,105.0,52.0,17.0,18.0,883.0,80.0,369.0,3736.0,346.0,1066.0,118.0,5978.0,972.0,994.0,1093.0,425.0,199.0,198.0,68.0,81.0,4660.0,8,11.612
MONTROSE,53.575116,-113.44223,Robbery,November,2016,Q4,110.0,131.0,83.0,61.0,47.0,48.0,128.0,1013.0,162.0,346.0,76.0,1104.0,171.0,236.0,224.0,74.0,19.0,18.0,8.0,4.0,712.0,1,1.596
JACKSON HEIGHTS,53.48166,-113.410848,Assault,January,2016,Q1,84.0,195.0,106.0,76.0,109.0,70.0,188.0,867.0,107.0,374.0,24.0,1777.0,41.0,120.0,158.0,78.0,56.0,41.0,9.0,13.0,717.0,2,1.304
BATURYN,53.63098,-113.504339,Sexual Assaults,September,2016,Q3,152.0,248.0,130.0,108.0,102.0,122.0,192.0,1339.0,170.0,531.0,52.0,1772.0,33.0,138.0,202.0,101.0,46.0,26.0,7.0,4.0,1191.0,1,1.184
KEHEEWIN,53.450243,-113.504513,Sexual Assaults,September,2016,Q3,44.0,81.0,24.0,37.0,56.0,38.0,92.0,500.0,46.0,441.0,18.0,1125.0,68.0,144.0,138.0,70.0,33.0,38.0,14.0,15.0,695.0,1,1.266
MCCAULEY,53.554605,-113.485098,Sexual Assaults,February,2016,Q1,103.0,108.0,48.0,42.0,94.0,54.0,199.0,670.0,296.0,403.0,147.0,2635.0,530.0,214.0,135.0,30.0,14.0,13.0,8.0,0.0,1401.0,1,3.678
TIPASKAN,53.461895,-113.458,Sexual Assaults,December,2016,Q4,178.0,261.0,99.0,83.0,90.0,96.0,163.0,929.0,189.0,227.0,39.0,606.0,163.0,204.0,184.0,54.0,43.0,18.0,9.0,9.0,324.0,2,1.274
LEE RIDGE,53.469593,-113.444355,Assault,October,2016,Q4,69.0,104.0,63.0,45.0,38.0,36.0,105.0,407.0,90.0,234.0,26.0,1495.0,95.0,110.0,94.0,29.0,11.0,19.0,2.0,2.0,623.0,2,1.458
BELMEAD,53.525603,-113.641015,Assault,July,2016,Q3,151.0,272.0,143.0,121.0,123.0,108.0,247.0,1225.0,146.0,434.0,56.0,1599.0,131.0,231.0,201.0,102.0,65.0,52.0,25.0,10.0,825.0,1,2.052
